Metric,F-Value,P-Value
CBO,0.6492873428503344,0.42065304772120593
WMC,3.8018504224905456,0.05161211074555972
DIT,4.630782390612067,0.03175933982656273
NOC,5.6471952280030004,0.017762950507716813
RFC,1.7152335511073633,0.19075597746353679
LCOM,2.054865794444183,0.15218640637355868
LOC,1.900815992318787,0.16844645417557919
