Metric,F-Value,P-Value
CBO,0.02619532222254929,0.8714496263174565
WMC,0.3276434317790189,0.5671499993187866
DIT,0.4998897971749494,0.4796765406537622
NOC,0.5823758463232201,0.44552242562099353
RFC,0.15441540326265563,0.6944161309030131
LCOM,0.16145152169709476,0.6878903511090428
LOC,0.20886730472500156,0.6477337787224517
