Metric,F-Value,P-Value
CBO,0.06152504597580302,0.804177354062507
WMC,0.02848267512079578,0.8660298270473128
DIT,0.004840059088285551,0.9445561878905644
NOC,0.06665097399747734,0.7963559137006351
RFC,0.1413543521548631,0.7070569570677707
LCOM,0.29919968508153766,0.5845661719575046
LOC,0.1594562224750364,0.689784526295232
