Metric,F-Value,P-Value
CBO,0.18221919398238684,0.6696071255221223
WMC,5.518182340522187,0.019102946800665294
DIT,8.918327637450545,0.0029239724609742947
NOC,9.550139730705887,0.0020803368041056964
RFC,4.339205516808092,0.03761460503483574
LCOM,3.6578899122144417,0.056221012674750714
LOC,6.101570805386596,0.01374870402285061
