Metric,F-Value,P-Value
CBO,5.603028600127518,0.018379884216812067
WMC,6.302511562870888,0.012429762841304546
DIT,2.3742115788844673,0.12410335062880698
NOC,0.12703116564842448,0.72170843643701
RFC,7.236923962144943,0.007425328424167231
LCOM,5.455310611677615,0.0199765914702441
LOC,4.816085784758799,0.028739569453091293
