Metric,F-Value,P-Value
CBO,2.394274735962231,0.12254243016824026
WMC,0.23821790440800644,0.6257539782676229
DIT,0.000715212174779509,0.9786772116130629
NOC,1.4001425796829123,0.23737708605938007
RFC,1.5259156934185847,0.2174253171911611
LCOM,1.3094888423080373,0.25314680336118217
LOC,0.32140225759598906,0.5710726531858215
