Metric,F-Value,P-Value
CBO,0.6931169827576887,0.40554977961979544
WMC,0.4287538723073639,0.5129370740887951
DIT,0.027539321490587756,0.8682713547725937
NOC,1.5531236693984898,0.21332616381731362
RFC,0.12821726315345358,0.7204563017670718
LCOM,0.7813188207500661,0.3772122067096403
LOC,0.378957070517833,0.5384745244229764
