commit_hash;modified;file_modified;CBO;WMC;DIT;NOC;RFC;LCOM;LOC
d6345dc92;24;5;6.76;10.09;1.74;0.15;8.43;504.82;20081
51dd03b47;2;1;6.79;10.24;1.74;0.16;8.43;546.14;20115
9f2c43575;686;17;6.77;10.22;1.74;0.16;8.42;545;20117
95dde6fbf;38;2;6.79;10.25;1.75;0.16;8.3;550.49;19874
4e50ea491;140;3;6.82;10.22;1.75;0.16;8.31;548.2;19915
7bdcb5948;159;14;6.79;10.25;1.75;0.16;8.3;550.49;19874
a5d99b726;27;3;6.82;10.26;1.75;0.16;8.35;547.39;20031
0fe6e5548;3;1;6.82;10.25;1.74;0.16;8.34;545.13;20117
2770e4dd0;18;1;6.82;10.25;1.74;0.16;8.34;545.13;20117
86902355b;513;6;6.82;10.26;1.74;0.16;8.34;545.4;20120
dc94f561a;53;3;6.82;10.27;1.74;0.16;8.36;546.24;20155
fbba23e3d;2;1;6.82;10.27;1.74;0.16;8.36;546.24;20155
0ffb50f76;22;4;6.86;10.28;1.75;0.16;8.36;551.06;20278
175f7de3e;18;1;6.87;10.27;1.74;0.16;8.38;549.95;20337
09695b4ae;2;1;6.87;10.27;1.74;0.16;8.38;549.95;20337
fc0ca6e15;250;4;6.88;10.3;1.75;0.16;8.39;551.95;20452
ba06bffaa;112;3;6.87;10.27;1.74;0.16;8.38;549.95;20340
2e39d9923;4;2;6.88;10.3;1.75;0.16;8.39;551.95;20452
27ce955df;4;1;6.88;10.3;1.75;0.16;8.39;551.95;20452
396f2f6d1;114;2;6.88;10.29;1.74;0.16;8.39;551.26;20474
a80b657e2;12;1;6.88;10.29;1.74;0.16;8.39;551.26;20474
27c63b6a4;119;1;6.88;10.29;1.74;0.16;8.39;551.26;20474
f4a18fdb9;11;2;6.88;10.29;1.74;0.16;8.39;551.26;20474
1ad606b71;104;1;6.81;10.39;1.74;0.17;8.4;558.8;20629
0e7b8eaa6;2;1;6.81;10.45;1.74;0.17;8.45;558.95;20716
7d6529137;3;1;6.81;10.45;1.74;0.17;8.45;558.95;20721
e0532b71f;43;5;6.8;10.45;1.74;0.17;8.47;556.69;20815
205fea699;249;5;6.8;10.45;1.74;0.17;8.47;556.69;20815
59454ea47;184;4;6.8;10.45;1.74;0.17;8.47;556.69;20815
b9c00a8e5;6;1;6.8;10.45;1.74;0.17;8.47;556.69;20815
a1758c4b9;82;4;6.8;10.45;1.74;0.17;8.48;556.69;20815
140663775;155;2;6.81;10.45;1.74;0.17;8.48;557.12;20821
bc9d59441;150;2;6.83;10.43;1.74;0.16;8.44;553.84;20975
55f3bb2a3;6;1;6.83;10.43;1.74;0.16;8.44;555.81;20981
7058126ad;42;2;6.83;10.43;1.74;0.16;8.44;555.81;20981
ac3b5b195;2;1;6.83;10.43;1.74;0.16;8.44;555.81;20981
3481ed1ee;503;5;6.83;10.43;1.74;0.16;8.44;555.81;20981
913e80046;515;5;6.83;10.43;1.74;0.16;8.44;555.81;20981
090f99e13;5;1;6.83;10.43;1.74;0.16;8.44;555.81;20981
e1b383840;16;3;6.83;10.42;1.74;0.16;8.45;554.71;20999
