Metric,F-Value,P-Value
CBO,2.954171139755303,0.019940191512137356
WMC,2.161767601574454,0.07260413984426042
DIT,0.6760983142008605,0.6088604797334563
NOC,1.2343657848627505,0.2956550406853948
RFC,3.0786274401864024,0.016204873888924262
LCOM,2.6899306011399604,0.03086645409469473
LOC,1.7357960797728493,0.14121987925697674
