Metric,F-Value,P-Value
CBO,0.800506598128381,0.3714593113611748
WMC,0.24153673007922216,0.6233575998946561
DIT,0.05523208446422932,0.8143126724059905
NOC,0.983454714978015,0.32192384220933057
RFC,1.4534868206454532,0.22865457555103771
LCOM,0.8879953094941825,0.34656804999966495
LOC,0.2120100838659764,0.6454370521882327
