6daa72c981;pgebauer;11/09/2017;[INFRA-15006] Initial donation of NetBeans.;25514;6017116;0
e9c0687a41;Dusan Balek;15/09/2017;Issue #270254 - ClassCastException: com.sun.tools.javac.parser.JavacParser$SimpleEndPosTable cannot be cast to org.netbeans.lib.nbjavac.services.NBParserFactory$NBJavacParser$EndPosTableImpl - fixed.;1;3;1
6fe813e2dc;Dusan Balek;15/09/2017;Issue #271484 - JavacParser does not handle --add-modules=<module_name> compiler option - fixed.;1;14;9
b7aa832e37;geertjan;20/09/2017;[NETBEANS-64] Remove NetBeans Platform Samples;43; ;7222
685504b42d;geertjan;21/09/2017;[NETBEANS-54] First batch of license header changes to Apache;23414;351675;908311
3badcec30a;geertjan;23/09/2017;[NETBEANS-66] Relicense David Strupl contributions to Apache;7;106;273
673791e9b9;Matthias Bläsing;24/09/2017;[NETBEANS-54] Module Review db.core;2;3;3
3880c5162f;Jan Lahoda;24/09/2017;[NETBEANS-54] Module Review api.htmlui -no external library;1;15;39
8c77c613f2;Matthias Bläsing;24/09/2017;[NETBEANS-54] Module Review db;2;30;76
76d57f777e;geertjan;24/09/2017;[NETBEANS-54] Second batch of license header changes to Apache;1215;18225;30525
ac97299a0f;Matthias Bläsing;25/09/2017;[NETBEANS-54] Module Review db.dataview;5;50;124
fdedb2518d;Emilian Bold;26/09/2017;Use getWorkDir() instead of manually getting the tmpdir;1;2;2
17b657b158;Emilian Bold;26/09/2017;[NETBEANS-54] Module Review openide.util.ui;1;5;0
74cd28b8cf;Emilian Bold;27/09/2017;[NETBEANS-54] Module Review openide.text;3;45;84
6f163f6ddc;Jan Lahoda;28/09/2017;Applying the header conversion tool to the files fixed by the previous commit, so that the license header is re-written for these files.;2;30;80
cc6231c5f8;Jan Lahoda;28/09/2017;Fixing typos in two license headers.;2;2;2
ff5f3c4e17;Laszlo Kishalmi;29/09/2017;Made Git keyfile auto detection when key auth is selected.;1;10;3
ac84c02c9c;Matthias Bläsing;29/09/2017;[NETBEANS-54] Module Review db.sql.editor;1;19;21
4d5c9f80ff;Junichi Yamamoto;30/09/2017;[NETBEANS-54] Module Review bugtracking;2;30;76
95d8df7350;Svata Dedic;02/10/2017;Added support for lazy-creation of widgets for objects;4;486;15
ea7f13eaee;Junichi Yamamoto;02/10/2017;[NETBEANS-54] Module Review bugzilla;1;15;38
2993d25f8c;Antonio Vieiro;02/10/2017;[NETBEANS-54] Module Review editor.lib - no external libraries - checked Rat report: modified license header in src/org/netbeans/editor/BaseKit.java;1;15;40
e9f73f0387;Tomas Hurka;03/10/2017;bugfix #271545, JDK 9 has different class loader name;1;2;1
00155f15e5;Matthias Bläsing;03/10/2017;[NETBEANS-54] Module review xml.text;5;55;59
f860e5b966;Reema Taneja;03/10/2017;Testcases related fixes;3;6;195
0a5a1a61c9;Illya Kysil;04/10/2017;[NETBEANS-54] Module Review hibernate;2;31;79
5158a835f6;Emilian Bold;04/10/2017;[NETBEANS-54] Module Review parsing.nb;1;15;38
b2d52217ab;Jan Lahoda;04/10/2017;Removing debug log.;1;0;1
ffc0de5a17;Jan Lahoda;04/10/2017;Work in progress: an experiment on using javac from JDK for source code modeling.;256;2706;1410
348f9ce86a;Reema Taneja;04/10/2017;Tests related fixes;2;4;6
145775bfd0;Reema Taneja;04/10/2017;"Revert Testcase related fixes""""";2;166;170
3a220bf157;Reema Taneja;04/10/2017;Testcase related fixes;2;170;166
188f2b5985;Matthias Bläsing;05/10/2017;[NETBEANS-54] Modules review xml.xam;1;16;16
b810589cae;Matthias Bläsing;05/10/2017;[NETBEANS-54] Modules review xml.axi;16;65;40
17f4de0742;Alexander Simon;06/10/2017;work around Bug #257738 ClassCastException: javax.swing.text.AbstractDocument$DefaultDocumentEventUndoableWrapper cannot be cast to javax.swing.text.AbstractDocument$DefaultDocumentEvent;1;7;4
ed10c5af2e;Matthias Bläsing;06/10/2017;[NETBEANS-54] Modules review xml.lexer;1;4;2
